match_id,date,player_1,player_2,player_1_sets_won,player_2_sets_won,winner,total_sets,set_1_player_1,set_1_player_2,set_2_player_1,set_2_player_2,set_3_player_1,set_3_player_2,set_4_player_1,set_4_player_2,set_5_player_1,set_5_player_2,player_1_clean,player_2_clean,player_1_elo,player_2_elo,elo_diff,p1_win_rate_last5,p2_win_rate_last5,p1_head_to_head_wins,p2_head_to_head_wins,p1_head_to_head_win_ratio,p1_streak,p2_streak,p1_form_volatility,p2_form_volatility,player_1_wins,elo_difference_category
526,2025-12-21,Miroslaw Piecowski,Adam Kasperski,2,3,Adam Kasperski,5,11.0,8.0,7.0,11.0,7.0,11.0,11.0,8.0,9.0,11.0,Miroslaw Piecowski,Adam Kasperski,730.0,622.0,108.0,0.6666666666666666,0.4,1.0,0.0,1.0,-1.0,1.0,0.4714045207910317,0.48989794855663565,0,100/200
527,2025-12-21,Jakub Zochniak,Lukasz Jarocki,0,3,Lukasz Jarocki,3,6.0,11.0,7.0,11.0,9.0,11.0,,,,,Jakub Zochniak,Lukasz Jarocki,855.0,1015.0,-160.0,0.0,0.6,0.0,0.0,0.0,-2.0,3.0,0.0,0.48989794855663565,0,-200/-100
528,2025-12-21,Jakub Kaczmarek,Oskar Sokolowski,3,2,Jakub Kaczmarek,5,11.0,8.0,9.0,11.0,13.0,11.0,5.0,11.0,11.0,8.0,Jakub Kaczmarek,Oskar Sokolowski,402.0,468.0,-66.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-1.0,0.0,0.4714045207910317,1,-100/-50
529,2025-12-21,Mariusz Baron,Grzegorz Marud,3,0,Mariusz Baron,3,11.0,5.0,11.0,9.0,11.0,5.0,,,,,Mariusz Baron,Grzegorz Marud,575.0,532.0,43.0,0.6,0.5,0.0,0.0,0.0,1.0,-1.0,0.48989794855663565,0.0,1,0/50
530,2025-12-21,Wiktor Klag,Kacper Szurlej,1,3,Kacper Szurlej,4,11.0,7.0,6.0,11.0,8.0,11.0,7.0,11.0,,,Wiktor Klag,Kacper Szurlej,739.0,936.0,-197.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.48989794855663565,0.0,0,-200/-100
532,2025-12-21,Jakub Jesiek,Mateusz Szczepanski,3,2,Jakub Jesiek,5,7.0,11.0,11.0,6.0,10.0,12.0,11.0,6.0,11.0,7.0,Jakub Jesiek,Mateusz Szczepanski,583.0,542.0,41.0,0.8,0.6,1.0,0.0,1.0,3.0,-1.0,0.4000000000000001,0.48989794855663565,1,0/50
533,2025-12-21,Adam Kasperski,Bartlomiej Wisniewski,1,3,Bartlomiej Wisniewski,4,11.0,7.0,6.0,11.0,7.0,11.0,8.0,11.0,,,Adam Kasperski,Bartlomiej Wisniewski,622.0,746.0,-124.0,0.6,0.2,0.0,0.0,0.0,2.0,-2.0,0.48989794855663565,0.4000000000000001,0,-200/-100
535,2025-12-21,Aleksander Lilien,Jakub Witkowski,2,3,Jakub Witkowski,5,11.0,8.0,14.0,16.0,11.0,3.0,5.0,11.0,4.0,11.0,Aleksander Lilien,Jakub Witkowski,893.0,910.0,-17.0,1.0,0.8,0.0,0.0,0.0,2.0,1.0,0.0,0.4,0,-50/0
536,2025-12-21,Jakub Glanowski,Arkadiusz Mugowski,2,3,Arkadiusz Mugowski,5,11.0,8.0,11.0,9.0,6.0,11.0,13.0,15.0,6.0,11.0,Jakub Glanowski,Arkadiusz Mugowski,820.0,792.0,28.0,0.5,0.8,0.0,0.0,0.0,1.0,3.0,0.0,0.4000000000000001,0,0/50
537,2025-12-21,Bartlomiej Wisniewski,Adrian Fabis,1,3,Adrian Fabis,4,9.0,11.0,11.0,7.0,6.0,11.0,8.0,11.0,,,Bartlomiej Wisniewski,Adrian Fabis,746.0,695.0,51.0,0.4,0.5,0.0,0.0,0.0,1.0,-1.0,0.48989794855663565,0.5,0,50/100
538,2025-12-21,Jaroslaw Badura,Mateusz Szczepanski,3,1,Jaroslaw Badura,4,11.0,9.0,11.0,5.0,7.0,11.0,11.0,2.0,,,Jaroslaw Badura,Mateusz Szczepanski,615.0,542.0,73.0,0.0,0.4,0.0,0.0,0.0,-2.0,-2.0,0.0,0.48989794855663565,1,50/100
539,2025-12-21,Szymon Brud,Kamil Kostyk,1,3,Kamil Kostyk,4,9.0,11.0,11.0,6.0,6.0,11.0,6.0,11.0,,,Szymon Brud,Kamil Kostyk,906.0,858.0,48.0,0.2,0.2,0.0,0.0,0.0,-1.0,-1.0,0.4,0.4,0,0/50
543,2025-12-21,Piotr Przewlocki,Oskar Sokolowski,3,0,Piotr Przewlocki,3,11.0,6.0,11.0,9.0,13.0,11.0,,,,,Piotr Przewlocki,Oskar Sokolowski,604.0,468.0,136.0,0.4,0.25,0.0,0.0,0.0,2.0,-2.0,0.48989794855663565,0.4330127018922193,1,100/200
544,2025-12-21,Jakub Zochniak,Aleksander Lilien,3,1,Jakub Zochniak,4,8.0,11.0,11.0,9.0,11.0,8.0,14.0,12.0,,,Jakub Zochniak,Aleksander Lilien,855.0,893.0,-38.0,0.0,0.6666666666666666,0.0,0.0,0.0,-3.0,-1.0,0.0,0.4714045207910317,1,-50/0
546,2025-12-21,Wiktor Klag,Arkadiusz Mugowski,3,0,Wiktor Klag,3,11.0,6.0,11.0,7.0,11.0,9.0,,,,,Wiktor Klag,Arkadiusz Mugowski,739.0,792.0,-53.0,0.4,0.8,0.0,0.0,0.0,-1.0,4.0,0.48989794855663565,0.4000000000000001,1,-100/-50
547,2025-12-21,Mikolaj Lukaszewski,Adrian Fabis,3,1,Mikolaj Lukaszewski,4,11.0,9.0,11.0,7.0,5.0,11.0,11.0,9.0,,,Mikolaj Lukaszewski,Adrian Fabis,716.0,695.0,21.0,0.6,0.6,0.0,0.0,0.0,2.0,1.0,0.48989794855663565,0.48989794855663565,1,0/50
548,2025-12-21,Jakub Jesiek,Grzegorz Sawicki,3,0,Jakub Jesiek,3,11.0,8.0,11.0,3.0,11.0,3.0,,,,,Jakub Jesiek,Grzegorz Sawicki,583.0,514.0,69.0,0.8,0.2,0.0,0.0,0.0,4.0,1.0,0.4000000000000001,0.4,1,50/100
549,2025-12-21,Kamil Kostyk,Jakub Witkowski,1,3,Jakub Witkowski,4,14.0,12.0,12.0,14.0,9.0,11.0,5.0,11.0,,,Kamil Kostyk,Jakub Witkowski,858.0,910.0,-52.0,0.4,0.8,0.0,0.0,0.0,1.0,2.0,0.48989794855663565,0.4,0,-100/-50
550,2025-12-21,Szymon Radlo,Jakub Glanowski,0,3,Jakub Glanowski,3,10.0,12.0,12.0,14.0,8.0,11.0,,,,,Szymon Radlo,Jakub Glanowski,778.0,820.0,-42.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,-1.0,0.4714045207910317,0.4714045207910317,0,-50/0
552,2025-12-21,Jakub Jesiek,Piotr Przewlocki,3,2,Jakub Jesiek,5,14.0,12.0,7.0,11.0,12.0,14.0,11.0,9.0,11.0,8.0,Jakub Jesiek,Piotr Przewlocki,583.0,604.0,-21.0,1.0,0.6,0.0,0.0,0.0,5.0,3.0,0.0,0.48989794855663565,1,-50/0
553,2025-12-21,Aleksander Lilien,Lukasz Jarocki,0,3,Lukasz Jarocki,3,5.0,11.0,4.0,11.0,8.0,11.0,,,,,Aleksander Lilien,Lukasz Jarocki,893.0,1015.0,-122.0,0.5,0.8,0.0,0.0,0.0,-2.0,4.0,0.5,0.4000000000000001,0,-200/-100
555,2025-12-21,Adam Kasperski,Mikolaj Lukaszewski,1,3,Mikolaj Lukaszewski,4,6.0,11.0,9.0,11.0,14.0,12.0,9.0,11.0,,,Adam Kasperski,Mikolaj Lukaszewski,622.0,716.0,-94.0,0.4,0.6,0.0,0.0,0.0,-2.0,3.0,0.48989794855663565,0.48989794855663565,0,-100/-50
556,2025-12-21,Grzegorz Sawicki,Jaroslaw Badura,0,3,Jaroslaw Badura,3,5.0,11.0,12.0,14.0,10.0,12.0,,,,,Grzegorz Sawicki,Jaroslaw Badura,514.0,615.0,-101.0,0.2,0.3333333333333333,0.0,0.0,0.0,-1.0,1.0,0.4,0.4714045207910317,0,-200/-100
558,2025-12-21,Szymon Brud,Jakub Zochniak,3,0,Szymon Brud,3,11.0,9.0,12.0,10.0,11.0,6.0,,,,,Szymon Brud,Jakub Zochniak,906.0,855.0,51.0,0.2,0.25,1.0,0.0,1.0,-2.0,1.0,0.4000000000000001,0.4330127018922193,1,50/100
561,2025-12-21,Piotr Przewlocki,Mateusz Szczepanski,2,3,Mateusz Szczepanski,5,13.0,15.0,12.0,10.0,11.0,9.0,9.0,11.0,11.0,13.0,Piotr Przewlocki,Mateusz Szczepanski,604.0,542.0,62.0,0.6,0.4,0.0,0.0,0.0,-1.0,-3.0,0.48989794855663565,0.48989794855663565,0,50/100
562,2025-12-21,Grzegorz Marud,Oskar Jadach,3,1,Grzegorz Marud,4,11.0,7.0,9.0,11.0,16.0,14.0,11.0,5.0,,,Grzegorz Marud,Oskar Jadach,532.0,619.0,-87.0,0.3333333333333333,0.2,0.0,0.0,0.0,-2.0,-1.0,0.4714045207910317,0.4,1,-100/-50
563,2025-12-21,Kamil Kostyk,Lukasz Jarocki,1,3,Lukasz Jarocki,4,11.0,5.0,10.0,12.0,9.0,11.0,3.0,11.0,,,Kamil Kostyk,Lukasz Jarocki,858.0,1015.0,-157.0,0.4,1.0,0.0,0.0,0.0,-1.0,5.0,0.48989794855663565,0.0,0,-200/-100
564,2025-12-21,Wiktor Klag,Milosz Piecowski,0,3,Milosz Piecowski,3,13.0,15.0,8.0,11.0,9.0,11.0,,,,,Wiktor Klag,Milosz Piecowski,739.0,738.0,1.0,0.6,0.4,0.0,0.0,0.0,1.0,1.0,0.48989794855663565,0.48989794855663565,0,0/50
565,2025-12-21,Mikolaj Lukaszewski,Miroslaw Piecowski,2,3,Miroslaw Piecowski,5,7.0,11.0,11.0,7.0,9.0,11.0,11.0,9.0,7.0,11.0,Mikolaj Lukaszewski,Miroslaw Piecowski,716.0,730.0,-14.0,0.8,0.4,0.0,0.0,0.0,4.0,-3.0,0.4000000000000001,0.48989794855663565,0,-50/0
566,2025-12-21,Jakub Jesiek,Jaroslaw Badura,3,0,Jakub Jesiek,3,11.0,9.0,11.0,5.0,11.0,7.0,,,,,Jakub Jesiek,Jaroslaw Badura,583.0,615.0,-32.0,1.0,0.5,0.0,0.0,0.0,6.0,2.0,0.0,0.5,1,-50/0
567,2025-12-21,Jakub Zochniak,Jakub Witkowski,3,2,Jakub Zochniak,5,12.0,14.0,11.0,6.0,6.0,11.0,11.0,7.0,11.0,9.0,Jakub Zochniak,Jakub Witkowski,855.0,910.0,-55.0,0.2,0.8,0.0,0.0,0.0,-1.0,3.0,0.4,0.4000000000000001,1,-100/-50
568,2025-12-21,Mariusz Baron,Jakub Pruszkowski,3,2,Mariusz Baron,5,14.0,12.0,8.0,11.0,3.0,11.0,11.0,6.0,11.0,6.0,Mariusz Baron,Jakub Pruszkowski,575.0,610.0,-35.0,0.4,0.6666666666666666,0.0,0.0,0.0,-1.0,-1.0,0.48989794855663565,0.4714045207910317,1,-50/0
570,2025-12-21,Grzegorz Sawicki,Oskar Sokolowski,3,2,Grzegorz Sawicki,5,12.0,10.0,11.0,6.0,6.0,11.0,7.0,11.0,11.0,3.0,Grzegorz Sawicki,Oskar Sokolowski,514.0,468.0,46.0,0.2,0.2,0.0,0.0,0.0,-2.0,-3.0,0.4000000000000001,0.4000000000000001,1,0/50
572,2025-12-21,Kamil Kostyk,Kacper Glazowski,1,3,Kacper Glazowski,4,10.0,12.0,3.0,11.0,11.0,8.0,7.0,11.0,,,Kamil Kostyk,Kacper Glazowski,858.0,1019.0,-161.0,0.4,0.5,0.0,0.0,0.0,-2.0,1.0,0.48989794855663565,0.5,0,-200/-100
575,2025-12-21,Michal Machelski,Aleksander Barton,3,0,Michal Machelski,3,11.0,5.0,11.0,5.0,11.0,4.0,,,,,Michal Machelski,Aleksander Barton,504.0,472.0,32.0,0.4,0.4,1.0,0.0,1.0,1.0,-2.0,0.48989794855663565,0.48989794855663565,1,0/50
577,2025-12-21,Michal Oracz,Krzysztof Juszczyk,3,0,Michal Oracz,3,11.0,6.0,11.0,4.0,11.0,8.0,,,,,Michal Oracz,Krzysztof Juszczyk,591.0,608.0,-17.0,0.4,0.6,1.0,2.0,0.3333333333333333,1.0,-1.0,0.48989794855663565,0.48989794855663565,1,-50/0
579,2025-12-21,Lukasz Pyda,Pawel Polanski,1,3,Pawel Polanski,4,11.0,7.0,7.0,11.0,12.0,14.0,7.0,11.0,,,Lukasz Pyda,Pawel Polanski,429.0,653.0,-224.0,0.0,0.4,0.0,1.0,0.0,-8.0,-1.0,0.0,0.48989794855663565,0,<-200
581,2025-12-21,Roman Wiza,Jakub Michalski,2,3,Jakub Michalski,5,9.0,11.0,11.0,8.0,10.0,12.0,11.0,4.0,10.0,12.0,Roman Wiza,Jakub Michalski,475.0,549.0,-74.0,0.6,0.25,1.0,0.0,1.0,2.0,1.0,0.48989794855663565,0.4330127018922193,0,-100/-50
583,2025-12-21,Szymon Brud,Krzysztof Kapik,3,1,Szymon Brud,4,11.0,8.0,11.0,7.0,6.0,11.0,11.0,9.0,,,Szymon Brud,Krzysztof Kapik,906.0,1029.0,-123.0,0.4,0.6,1.0,0.0,1.0,-1.0,3.0,0.48989794855663565,0.48989794855663565,1,-200/-100
588,2025-12-21,Michal Machelski,Pawel Polanski,3,2,Michal Machelski,5,9.0,11.0,11.0,5.0,5.0,11.0,11.0,6.0,13.0,11.0,Michal Machelski,Pawel Polanski,504.0,653.0,-149.0,0.6,0.6,0.0,1.0,0.0,2.0,1.0,0.48989794855663565,0.48989794855663565,1,-200/-100
589,2025-12-21,Filip Jablonski,Tadeusz Piotrowski,1,3,Tadeusz Piotrowski,4,4.0,11.0,11.0,9.0,9.0,11.0,11.0,13.0,,,Filip Jablonski,Tadeusz Piotrowski,694.0,891.0,-197.0,0.0,0.8,0.0,1.0,0.0,-4.0,4.0,0.0,0.4000000000000001,0,-200/-100
590,2025-12-21,Grzegorz Sawicki,Jakub Michalski,3,0,Grzegorz Sawicki,3,11.0,2.0,11.0,8.0,12.0,10.0,,,,,Grzegorz Sawicki,Jakub Michalski,514.0,549.0,-35.0,0.6,0.4,0.0,1.0,0.0,2.0,2.0,0.48989794855663565,0.48989794855663565,1,-50/0
591,2025-12-21,Piotr Maruszak,Wojciech Gronowski,1,3,Wojciech Gronowski,4,11.0,13.0,8.0,11.0,11.0,6.0,9.0,11.0,,,Piotr Maruszak,Wojciech Gronowski,860.0,807.0,53.0,0.6,0.6,1.0,0.0,1.0,2.0,-1.0,0.48989794855663565,0.48989794855663565,0,50/100
592,2025-12-21,Michal Krzyzanowski,Krzysztof Marcinowski,3,1,Michal Krzyzanowski,4,11.0,7.0,9.0,11.0,11.0,6.0,11.0,9.0,,,Michal Krzyzanowski,Krzysztof Marcinowski,1089.0,860.0,229.0,0.6,0.4,3.0,0.0,1.0,3.0,1.0,0.48989794855663565,0.48989794855663565,1,>200
593,2025-12-21,Michal Krzyzanowski,Karol Wisniewski,1,3,Karol Wisniewski,4,7.0,11.0,11.0,4.0,10.0,12.0,8.0,11.0,,,Michal Krzyzanowski,Karol Wisniewski,1089.0,1047.0,42.0,0.8,1.0,0.0,0.0,0.0,4.0,2.0,0.4000000000000001,0.0,0,0/50
594,2025-12-21,Tadeusz Piotrowski,Dawid Poloszczanski,2,3,Dawid Poloszczanski,5,11.0,7.0,6.0,11.0,12.0,14.0,11.0,4.0,10.0,12.0,Tadeusz Piotrowski,Dawid Poloszczanski,891.0,702.0,189.0,1.0,0.4,1.0,0.0,1.0,5.0,-2.0,0.0,0.48989794855663565,0,100/200
595,2025-12-21,Piotr Maruszak,Piotr Szafranek,1,3,Piotr Szafranek,4,6.0,11.0,11.0,7.0,10.0,12.0,6.0,11.0,,,Piotr Maruszak,Piotr Szafranek,860.0,872.0,-12.0,0.6,0.8,0.0,1.0,0.0,-1.0,1.0,0.48989794855663565,0.4,0,-50/0
596,2025-12-21,Mariusz Adamus,Mariusz Koczyba,1,3,Mariusz Koczyba,4,13.0,15.0,11.0,5.0,8.0,11.0,6.0,11.0,,,Mariusz Adamus,Mariusz Koczyba,525.0,735.0,-210.0,0.4,0.8,0.0,1.0,0.0,-1.0,-1.0,0.48989794855663565,0.4,0,<-200
597,2025-12-21,Jan Zandecki,Amirreza Abbasi,3,1,Jan Zandecki,4,8.0,11.0,11.0,5.0,11.0,8.0,11.0,6.0,,,Jan Zandecki,Amirreza Abbasi,1173.0,1114.0,59.0,0.6,0.6,1.0,0.0,1.0,-1.0,3.0,0.48989794855663565,0.48989794855663565,1,50/100
600,2025-12-21,Adrian Eliasz,Sebastian Baran,0,3,Sebastian Baran,3,9.0,11.0,5.0,11.0,10.0,12.0,,,,,Adrian Eliasz,Sebastian Baran,687.0,820.0,-133.0,0.25,0.6,0.0,0.0,0.0,-2.0,3.0,0.4330127018922193,0.48989794855663565,0,-200/-100
601,2025-12-21,Filip Jablonski,Piotr Staniszewski,3,1,Filip Jablonski,4,10.0,12.0,11.0,9.0,11.0,9.0,11.0,8.0,,,Filip Jablonski,Piotr Staniszewski,694.0,753.0,-59.0,0.0,0.8,0.0,1.0,0.0,-5.0,2.0,0.0,0.4,1,-100/-50
602,2025-12-21,Lukasz Bernacki,Oskar Sokolowski,3,0,Lukasz Bernacki,3,11.0,6.0,11.0,8.0,11.0,8.0,,,,,Lukasz Bernacki,Oskar Sokolowski,601.0,468.0,133.0,0.6,0.2,0.0,0.0,0.0,1.0,-4.0,0.48989794855663565,0.4000000000000001,1,100/200
603,2025-12-21,Karol Wisniewski,Krzysztof Niemiec,0,3,Krzysztof Niemiec,3,12.0,14.0,11.0,13.0,9.0,11.0,,,,,Karol Wisniewski,Krzysztof Niemiec,1047.0,813.0,234.0,1.0,0.4,0.0,0.0,0.0,3.0,-1.0,0.0,0.48989794855663565,0,>200
604,2025-12-21,Michal Oracz,Grzegorz Sawicki,3,1,Michal Oracz,4,11.0,8.0,8.0,11.0,13.0,11.0,11.0,9.0,,,Michal Oracz,Grzegorz Sawicki,591.0,514.0,77.0,0.6,0.6,0.0,1.0,0.0,2.0,3.0,0.48989794855663565,0.48989794855663565,1,50/100
605,2025-12-21,Piotr Szafranek,Mateusz Woskowicz,1,3,Mateusz Woskowicz,4,9.0,11.0,11.0,7.0,7.0,11.0,6.0,11.0,,,Piotr Szafranek,Mateusz Woskowicz,872.0,788.0,84.0,0.8,0.6,1.0,0.0,1.0,2.0,1.0,0.4,0.48989794855663565,0,50/100
606,2025-12-21,Dawid Poloszczanski,Piotr Staniszewski,3,2,Dawid Poloszczanski,5,11.0,9.0,4.0,11.0,11.0,8.0,7.0,11.0,13.0,11.0,Dawid Poloszczanski,Piotr Staniszewski,702.0,753.0,-51.0,0.4,0.6,0.0,1.0,0.0,1.0,-1.0,0.48989794855663565,0.48989794855663565,1,-100/-50
607,2025-12-21,Jakub Jesiek,Wojciech Urban,3,0,Jakub Jesiek,3,11.0,7.0,11.0,8.0,11.0,9.0,,,,,Jakub Jesiek,Wojciech Urban,583.0,591.0,-8.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,-50/0
608,2025-12-21,Roman Wiza,Krzysztof Juszczyk,0,3,Krzysztof Juszczyk,3,5.0,11.0,5.0,11.0,7.0,11.0,,,,,Roman Wiza,Krzysztof Juszczyk,475.0,608.0,-133.0,0.4,0.6,3.0,0.0,1.0,-1.0,1.0,0.48989794855663565,0.48989794855663565,0,-200/-100
609,2025-12-21,Maciej Makajew,Adam Linek,1,3,Adam Linek,4,10.0,12.0,8.0,11.0,11.0,9.0,5.0,11.0,,,Maciej Makajew,Adam Linek,892.0,797.0,95.0,0.4,0.6,1.0,0.0,1.0,-2.0,-2.0,0.48989794855663565,0.48989794855663565,0,50/100
610,2025-12-21,Adam Kasperski,Oskar Jadach,0,3,Oskar Jadach,3,8.0,11.0,9.0,11.0,5.0,11.0,,,,,Adam Kasperski,Oskar Jadach,622.0,619.0,3.0,0.4,0.2,0.0,1.0,0.0,-3.0,-2.0,0.48989794855663565,0.4000000000000001,0,0/50
611,2025-12-21,Michal Oracz,Roman Wiza,3,1,Michal Oracz,4,11.0,5.0,11.0,9.0,9.0,11.0,11.0,6.0,,,Michal Oracz,Roman Wiza,591.0,475.0,116.0,0.6,0.4,1.0,1.0,0.5,3.0,-2.0,0.48989794855663565,0.48989794855663565,1,100/200
613,2025-12-21,Szymon Brud,Krzysztof Kapik,1,3,Krzysztof Kapik,4,4.0,11.0,11.0,7.0,4.0,11.0,7.0,11.0,,,Szymon Brud,Krzysztof Kapik,906.0,1029.0,-123.0,0.4,0.6,2.0,0.0,1.0,1.0,-1.0,0.48989794855663565,0.48989794855663565,0,-200/-100
618,2025-12-21,Maciej Makajew,Adam Linek,3,1,Maciej Makajew,4,12.0,10.0,8.0,11.0,12.0,10.0,12.0,10.0,,,Maciej Makajew,Adam Linek,892.0,797.0,95.0,0.4,0.6,1.0,1.0,0.5,-3.0,1.0,0.48989794855663565,0.48989794855663565,1,50/100
619,2025-12-21,Krzysztof Juszczyk,Jakub Michalski,0,3,Jakub Michalski,3,5.0,11.0,6.0,11.0,8.0,11.0,,,,,Krzysztof Juszczyk,Jakub Michalski,608.0,549.0,59.0,0.6,0.4,0.0,0.0,0.0,2.0,-2.0,0.48989794855663565,0.48989794855663565,0,50/100
620,2025-12-21,Adam Kasperski,Oskar Jadach,0,3,Oskar Jadach,3,7.0,11.0,7.0,11.0,8.0,11.0,,,,,Adam Kasperski,Oskar Jadach,622.0,619.0,3.0,0.2,0.4,0.0,2.0,0.0,-4.0,1.0,0.4000000000000001,0.48989794855663565,0,0/50
621,2025-12-21,Michal Machelski,Lukasz Pyda,2,3,Lukasz Pyda,5,11.0,5.0,13.0,11.0,9.0,11.0,9.0,11.0,4.0,11.0,Michal Machelski,Lukasz Pyda,504.0,429.0,75.0,0.6,0.0,0.0,1.0,0.0,3.0,-9.0,0.48989794855663565,0.0,0,50/100
622,2025-12-21,Roman Wiza,Michal Oracz,0,3,Michal Oracz,3,10.0,12.0,5.0,11.0,12.0,14.0,,,,,Roman Wiza,Michal Oracz,475.0,591.0,-116.0,0.4,0.8,1.0,2.0,0.3333333333333333,-3.0,4.0,0.48989794855663565,0.4000000000000001,0,-200/-100
624,2025-12-21,Sebastian Baran,Adam Linek,3,0,Sebastian Baran,3,11.0,5.0,11.0,9.0,11.0,8.0,,,,,Sebastian Baran,Adam Linek,820.0,797.0,23.0,0.8,0.4,0.0,0.0,0.0,-1.0,-1.0,0.4,0.48989794855663565,1,0/50
625,2025-12-21,Michal Wojewodka,Oskar Jadach,1,3,Oskar Jadach,4,7.0,11.0,11.0,9.0,10.0,12.0,7.0,11.0,,,Michal Wojewodka,Oskar Jadach,695.0,619.0,76.0,0.6,0.6,1.0,0.0,1.0,2.0,2.0,0.48989794855663565,0.48989794855663565,0,50/100
626,2025-12-21,Krzysztof Niemiec,Michal Krzyzanowski,1,3,Michal Krzyzanowski,4,10.0,12.0,11.0,7.0,7.0,11.0,11.0,13.0,,,Krzysztof Niemiec,Michal Krzyzanowski,813.0,1089.0,-276.0,0.6,0.8,0.0,2.0,0.0,1.0,-1.0,0.48989794855663565,0.4,0,<-200
627,2025-12-21,Andriej Fomin,Aleksander Barton,3,1,Andriej Fomin,4,11.0,6.0,11.0,13.0,11.0,8.0,11.0,9.0,,,Andriej Fomin,Aleksander Barton,555.0,472.0,83.0,1.0,0.2,1.0,0.0,1.0,5.0,-4.0,0.0,0.4000000000000001,1,50/100
628,2025-12-21,Adam Kasperski,Michal Wojewodka,3,2,Adam Kasperski,5,11.0,7.0,11.0,6.0,6.0,11.0,7.0,11.0,11.0,8.0,Adam Kasperski,Michal Wojewodka,622.0,695.0,-73.0,0.0,0.4,0.0,2.0,0.0,-5.0,-1.0,0.0,0.48989794855663565,1,-100/-50
629,2025-12-21,Maciej Makajew,Sebastian Baran,3,1,Maciej Makajew,4,11.0,6.0,6.0,11.0,11.0,6.0,13.0,11.0,,,Maciej Makajew,Sebastian Baran,892.0,820.0,72.0,0.4,0.8,0.0,1.0,0.0,1.0,1.0,0.48989794855663565,0.4,1,50/100
631,2025-12-21,Lukasz Pyda,Andriej Fomin,2,3,Andriej Fomin,5,8.0,11.0,11.0,8.0,6.0,11.0,13.0,11.0,10.0,12.0,Lukasz Pyda,Andriej Fomin,429.0,555.0,-126.0,0.2,1.0,0.0,1.0,0.0,1.0,6.0,0.4,0.0,0,-200/-100
633,2025-12-21,Sebastian Baran,Adam Linek,3,0,Sebastian Baran,3,11.0,6.0,11.0,7.0,11.0,4.0,,,,,Sebastian Baran,Adam Linek,820.0,797.0,23.0,0.6,0.2,1.0,0.0,1.0,-1.0,-2.0,0.48989794855663565,0.4000000000000001,1,0/50
634,2025-12-21,Michal Wojewodka,Oskar Jadach,3,1,Michal Wojewodka,4,12.0,10.0,11.0,8.0,8.0,11.0,11.0,4.0,,,Michal Wojewodka,Oskar Jadach,695.0,619.0,76.0,0.4,0.6,1.0,1.0,0.5,-2.0,3.0,0.48989794855663565,0.48989794855663565,1,50/100
635,2025-12-21,Pawel Polanski,Aleksander Barton,2,3,Aleksander Barton,5,11.0,7.0,9.0,11.0,11.0,5.0,3.0,11.0,9.0,11.0,Pawel Polanski,Aleksander Barton,653.0,472.0,181.0,0.6,0.0,0.0,1.0,0.0,1.0,-5.0,0.48989794855663565,0.0,0,100/200
637,2025-12-21,Krzysztof Juszczyk,Grzegorz Sawicki,3,1,Krzysztof Juszczyk,4,5.0,11.0,11.0,9.0,13.0,11.0,11.0,3.0,,,Krzysztof Juszczyk,Grzegorz Sawicki,608.0,514.0,94.0,0.4,0.8,1.0,0.0,1.0,-1.0,1.0,0.48989794855663565,0.4,1,50/100
638,2025-12-21,Roman Wiza,Grzegorz Sawicki,2,3,Grzegorz Sawicki,5,12.0,14.0,11.0,9.0,11.0,7.0,7.0,11.0,11.0,13.0,Roman Wiza,Grzegorz Sawicki,475.0,514.0,-39.0,0.2,0.6,1.0,0.0,1.0,-4.0,-1.0,0.4000000000000001,0.48989794855663565,0,-50/0
640,2025-12-21,Michal Machelski,Andriej Fomin,3,0,Michal Machelski,3,11.0,4.0,11.0,6.0,11.0,3.0,,,,,Michal Machelski,Andriej Fomin,504.0,555.0,-51.0,0.6,1.0,1.0,0.0,1.0,-1.0,7.0,0.48989794855663565,0.0,1,-100/-50
646,2025-12-21,Michal Oracz,Jakub Michalski,2,3,Jakub Michalski,5,11.0,5.0,7.0,11.0,6.0,11.0,11.0,9.0,4.0,11.0,Michal Oracz,Jakub Michalski,591.0,549.0,42.0,1.0,0.6,1.0,0.0,1.0,5.0,1.0,0.0,0.48989794855663565,0,0/50
648,2025-12-21,Bartosz Czerwinski,Grzegorz Adamiak,2,3,Grzegorz Adamiak,5,11.0,8.0,11.0,7.0,8.0,11.0,5.0,11.0,9.0,11.0,Bartosz Czerwinski,Grzegorz Adamiak,989.0,1151.0,-162.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.48989794855663565,0,-200/-100
649,2025-12-21,Andriej Fomin,Pawel Polanski,3,1,Andriej Fomin,4,11.0,8.0,11.0,4.0,8.0,11.0,11.0,8.0,,,Andriej Fomin,Pawel Polanski,555.0,653.0,-98.0,0.8,0.4,1.0,0.0,1.0,-1.0,-1.0,0.4,0.48989794855663565,1,-100/-50
650,2025-12-21,Sebastian Baran,Wojciech Gronowski,3,0,Sebastian Baran,3,11.0,9.0,11.0,6.0,11.0,7.0,,,,,Sebastian Baran,Wojciech Gronowski,820.0,807.0,13.0,0.6,0.8,0.0,1.0,0.0,1.0,1.0,0.48989794855663565,0.4,1,0/50
