match_id,date,player_1,player_2,player_1_sets_won,player_2_sets_won,winner,total_sets,set_1_player_1,set_1_player_2,set_2_player_1,set_2_player_2,set_3_player_1,set_3_player_2,set_4_player_1,set_4_player_2,set_5_player_1,set_5_player_2,player_1_clean,player_2_clean,player_1_elo,player_2_elo,elo_diff,p1_win_rate_last5,p2_win_rate_last5,p1_head_to_head_wins,p2_head_to_head_wins,p1_head_to_head_win_ratio,p1_streak,p2_streak,p1_form_volatility,p2_form_volatility,player_1_wins,elo_difference_category
3855,2026-01-01,Bartlomiej Mleczko,Piotr Maruszak,1,3,Piotr Maruszak,4,4.0,11.0,9.0,11.0,11.0,9.0,9.0,11.0,,,Bartlomiej Mleczko,Piotr Maruszak,808.0,860.0,-52.0,0.6,0.6,0.0,0.0,0.0,-2.0,3.0,0.48989794855663565,0.48989794855663565,0,-100/-50
3857,2026-01-01,Mariusz Koczyba,Sebastian Szostok,2,3,Sebastian Szostok,5,11.0,7.0,8.0,11.0,9.0,11.0,11.0,8.0,10.0,12.0,Mariusz Koczyba,Sebastian Szostok,735.0,613.0,122.0,0.2,0.4,0.0,0.0,0.0,1.0,-1.0,0.4,0.48989794855663565,0,100/200
3861,2026-01-01,Jaroslaw Badura,Michal Paszkiewicz,2,3,Michal Paszkiewicz,5,5.0,11.0,8.0,11.0,12.0,10.0,11.0,7.0,3.0,11.0,Jaroslaw Badura,Michal Paszkiewicz,615.0,535.0,80.0,0.8,0.8,0.0,0.0,0.0,-1.0,1.0,0.4,0.4,0,50/100
3863,2026-01-01,Mariusz Baron,Oliver Vincenec,2,3,Oliver Vincenec,5,6.0,11.0,9.0,11.0,11.0,0.0,11.0,6.0,8.0,11.0,Mariusz Baron,Oliver Vincenec,575.0,610.0,-35.0,0.6,0.0,0.0,0.0,0.0,2.0,-5.0,0.48989794855663565,0.0,0,-50/0
3864,2026-01-01,Lukasz Jarocki,Krystian Kolodziej,3,1,Lukasz Jarocki,4,11.0,9.0,10.0,12.0,11.0,9.0,11.0,6.0,,,Lukasz Jarocki,Krystian Kolodziej,1015.0,1125.0,-110.0,0.8,0.6,1.0,0.0,1.0,4.0,1.0,0.4000000000000001,0.48989794855663565,1,-200/-100
3866,2026-01-01,Jerzy Pelka,Sebastian Szostok,1,3,Sebastian Szostok,4,7.0,11.0,6.0,11.0,11.0,9.0,9.0,11.0,,,Jerzy Pelka,Sebastian Szostok,566.0,613.0,-47.0,0.8,0.6,0.0,0.0,0.0,-1.0,1.0,0.4,0.48989794855663565,0,-50/0
3868,2026-01-01,Mateusz Czernik,Grzegorz Felkel,0,3,Grzegorz Felkel,3,7.0,11.0,7.0,11.0,9.0,11.0,,,,,Mateusz Czernik,Grzegorz Felkel,900.0,1211.0,-311.0,0.0,0.6,0.0,0.0,0.0,-5.0,3.0,0.0,0.48989794855663565,0,<-200
3871,2026-01-01,Jakub Nowak,Witold Buczynski,1,3,Witold Buczynski,4,12.0,10.0,8.0,11.0,4.0,11.0,8.0,11.0,,,Jakub Nowak,Witold Buczynski,528.0,571.0,-43.0,0.2,0.4,0.0,1.0,0.0,-2.0,2.0,0.4000000000000001,0.48989794855663565,0,-50/0
3872,2026-01-01,Marian Lebek,Mariusz Adamus,2,3,Mariusz Adamus,5,11.0,3.0,11.0,8.0,6.0,11.0,11.0,13.0,4.0,11.0,Marian Lebek,Mariusz Adamus,642.0,525.0,117.0,0.2,0.6,0.0,0.0,0.0,1.0,3.0,0.4,0.48989794855663565,0,100/200
3876,2026-01-01,Arkadiusz Mugowski,Jakub Zochniak,0,3,Jakub Zochniak,3,6.0,11.0,7.0,11.0,7.0,11.0,,,,,Arkadiusz Mugowski,Jakub Zochniak,792.0,855.0,-63.0,0.2,0.8,0.0,3.0,0.0,-2.0,1.0,0.4000000000000001,0.4,0,-100/-50
3877,2026-01-01,Lukasz Oracz,Adam Ruszkiewicz,3,1,Lukasz Oracz,4,11.0,5.0,11.0,8.0,9.0,11.0,11.0,3.0,,,Lukasz Oracz,Adam Ruszkiewicz,672.0,455.0,217.0,0.8,0.2,0.0,0.0,0.0,4.0,-3.0,0.4000000000000001,0.4000000000000001,1,>200
3878,2026-01-01,Krzysztof Kotyl,Filip Kujawa,3,2,Krzysztof Kotyl,5,14.0,12.0,11.0,13.0,11.0,2.0,8.0,11.0,11.0,9.0,Krzysztof Kotyl,Filip Kujawa,738.0,823.0,-85.0,0.4,0.6,1.0,2.0,0.3333333333333333,1.0,1.0,0.48989794855663565,0.48989794855663565,1,-100/-50
3881,2026-01-01,Wojciech Gluszek,Filip Kujawa,3,0,Wojciech Gluszek,3,11.0,7.0,11.0,7.0,11.0,4.0,,,,,Wojciech Gluszek,Filip Kujawa,745.0,823.0,-78.0,0.6,0.4,1.0,1.0,0.5,-2.0,-1.0,0.48989794855663565,0.48989794855663565,1,-100/-50
3882,2026-01-01,Henryk Tkaczyk,Miroslaw Lewczuk,3,1,Henryk Tkaczyk,4,11.0,7.0,11.0,9.0,5.0,11.0,11.0,9.0,,,Henryk Tkaczyk,Miroslaw Lewczuk,728.0,600.0,128.0,1.0,0.6,4.0,1.0,0.8,7.0,1.0,0.0,0.48989794855663565,1,100/200
3884,2026-01-01,Roman Wiza,Mariusz Adamus,3,1,Roman Wiza,4,6.0,11.0,11.0,7.0,11.0,9.0,11.0,7.0,,,Roman Wiza,Mariusz Adamus,475.0,525.0,-50.0,0.6,0.8,0.0,0.0,0.0,2.0,4.0,0.48989794855663565,0.4000000000000001,1,-100/-50
3887,2026-01-01,Jakub Glanowski,Jakub Zochniak,3,1,Jakub Glanowski,4,11.0,6.0,8.0,11.0,11.0,6.0,12.0,10.0,,,Jakub Glanowski,Jakub Zochniak,820.0,855.0,-35.0,0.6,0.8,2.0,3.0,0.4,2.0,2.0,0.48989794855663565,0.4,1,-50/0
3889,2026-01-01,Marian Lebek,Adam Ruszkiewicz,3,1,Marian Lebek,4,12.0,10.0,11.0,5.0,8.0,11.0,11.0,8.0,,,Marian Lebek,Adam Ruszkiewicz,642.0,455.0,187.0,0.2,0.2,1.0,0.0,1.0,-1.0,-4.0,0.4,0.4000000000000001,1,100/200
3890,2026-01-01,Filip Kujawa,Wojciech Gluszek,3,0,Filip Kujawa,3,11.0,6.0,11.0,8.0,11.0,8.0,,,,,Filip Kujawa,Wojciech Gluszek,823.0,745.0,78.0,0.2,0.6,1.0,2.0,0.3333333333333333,-2.0,1.0,0.4000000000000001,0.48989794855663565,1,50/100
3891,2026-01-01,Mariusz Baron,Adam Ruszkiewicz,3,0,Mariusz Baron,3,11.0,7.0,11.0,5.0,11.0,7.0,,,,,Mariusz Baron,Adam Ruszkiewicz,575.0,455.0,120.0,0.4,0.0,1.0,1.0,0.5,-1.0,-5.0,0.48989794855663565,0.0,1,100/200
3892,2026-01-01,Jakub Cyndera,Henryk Tkaczyk,3,1,Jakub Cyndera,4,11.0,8.0,5.0,11.0,11.0,6.0,11.0,7.0,,,Jakub Cyndera,Henryk Tkaczyk,661.0,728.0,-67.0,0.6,1.0,1.0,0.0,1.0,3.0,8.0,0.48989794855663565,0.0,1,-100/-50
3894,2026-01-01,Jakub Glanowski,Jakub Zochniak,3,0,Jakub Glanowski,3,11.0,9.0,11.0,7.0,16.0,14.0,,,,,Jakub Glanowski,Jakub Zochniak,820.0,855.0,-35.0,0.6,0.6,3.0,3.0,0.5,3.0,-1.0,0.48989794855663565,0.48989794855663565,1,-50/0
3895,2026-01-01,Marian Lebek,Wojciech Tobiasz,2,3,Wojciech Tobiasz,5,9.0,11.0,11.0,7.0,11.0,4.0,8.0,11.0,7.0,11.0,Marian Lebek,Wojciech Tobiasz,642.0,596.0,46.0,0.4,1.0,0.0,0.0,0.0,1.0,5.0,0.48989794855663565,0.0,0,0/50
3898,2026-01-01,Krzysztof Kotyl,Arkadiusz Mugowski,3,0,Krzysztof Kotyl,3,11.0,9.0,11.0,7.0,11.0,8.0,,,,,Krzysztof Kotyl,Arkadiusz Mugowski,738.0,792.0,-54.0,0.6,0.2,2.0,2.0,0.5,2.0,-3.0,0.48989794855663565,0.4000000000000001,1,-100/-50
3899,2026-01-01,Roman Wiza,Lukasz Oracz,0,3,Lukasz Oracz,3,11.0,13.0,4.0,11.0,10.0,12.0,,,,,Roman Wiza,Lukasz Oracz,475.0,672.0,-197.0,0.8,1.0,0.0,0.0,0.0,3.0,5.0,0.4000000000000001,0.0,0,-200/-100
3900,2026-01-01,Henryk Tkaczyk,Miroslaw Warzecha,1,3,Miroslaw Warzecha,4,9.0,11.0,11.0,8.0,9.0,11.0,5.0,11.0,,,Henryk Tkaczyk,Miroslaw Warzecha,728.0,750.0,-22.0,0.8,0.6,0.0,0.0,0.0,-1.0,3.0,0.4,0.48989794855663565,0,-50/0
3902,2026-01-01,Jakub Glanowski,Wojciech Gluszek,0,3,Wojciech Gluszek,3,10.0,12.0,5.0,11.0,4.0,11.0,,,,,Jakub Glanowski,Wojciech Gluszek,820.0,745.0,75.0,0.8,0.4,1.0,1.0,0.5,4.0,-1.0,0.4000000000000001,0.48989794855663565,0,50/100
3903,2026-01-01,Oliver Vincenec,Adam Ruszkiewicz,3,0,Oliver Vincenec,3,11.0,6.0,11.0,5.0,11.0,9.0,,,,,Oliver Vincenec,Adam Ruszkiewicz,610.0,455.0,155.0,0.2,0.0,0.0,0.0,0.0,1.0,-6.0,0.4,0.0,1,100/200
3904,2026-01-01,Oskar Jadach,Marek Tkocz,3,2,Oskar Jadach,5,11.0,3.0,10.0,12.0,11.0,9.0,9.0,11.0,12.0,10.0,Oskar Jadach,Marek Tkocz,619.0,669.0,-50.0,0.4,0.8,0.0,1.0,0.0,1.0,-1.0,0.48989794855663565,0.4,1,-100/-50
3905,2026-01-01,Marian Lebek,Oliver Vincenec,3,1,Marian Lebek,4,11.0,4.0,7.0,11.0,11.0,4.0,11.0,6.0,,,Marian Lebek,Oliver Vincenec,642.0,610.0,32.0,0.4,0.4,1.0,0.0,1.0,-1.0,2.0,0.48989794855663565,0.48989794855663565,1,0/50
3908,2026-01-01,Henryk Tkaczyk,Miroslaw Warzecha,0,3,Miroslaw Warzecha,3,9.0,11.0,9.0,11.0,9.0,11.0,,,,,Henryk Tkaczyk,Miroslaw Warzecha,728.0,750.0,-22.0,0.6,0.8,0.0,1.0,0.0,-2.0,4.0,0.48989794855663565,0.4000000000000001,0,-50/0
3910,2026-01-01,Krzysztof Kotyl,Wojciech Gluszek,3,0,Krzysztof Kotyl,3,11.0,9.0,11.0,7.0,11.0,4.0,,,,,Krzysztof Kotyl,Wojciech Gluszek,738.0,745.0,-7.0,0.6,0.4,0.0,2.0,0.0,3.0,1.0,0.48989794855663565,0.48989794855663565,1,-50/0
3911,2026-01-01,Mariusz Adamus,Adam Ruszkiewicz,3,1,Mariusz Adamus,4,11.0,7.0,11.0,13.0,12.0,10.0,13.0,11.0,,,Mariusz Adamus,Adam Ruszkiewicz,525.0,455.0,70.0,0.8,0.0,0.0,1.0,0.0,-1.0,-7.0,0.4,0.0,1,50/100
3916,2026-01-01,Roman Wiza,Marian Lebek,3,2,Roman Wiza,5,11.0,6.0,11.0,8.0,8.0,11.0,6.0,11.0,11.0,4.0,Roman Wiza,Marian Lebek,475.0,642.0,-167.0,0.6,0.6,0.0,0.0,0.0,-1.0,1.0,0.48989794855663565,0.48989794855663565,1,-200/-100
3919,2026-01-01,Sebastian Szostok,Oskar Jadach,1,3,Oskar Jadach,4,3.0,11.0,9.0,11.0,11.0,4.0,6.0,11.0,,,Sebastian Szostok,Oskar Jadach,613.0,619.0,-6.0,0.6,0.6,2.0,1.0,0.6666666666666666,-2.0,2.0,0.48989794855663565,0.48989794855663565,0,-50/0
3920,2026-01-01,Jakub Glanowski,Arkadiusz Mugowski,0,3,Arkadiusz Mugowski,3,5.0,11.0,5.0,11.0,8.0,11.0,,,,,Jakub Glanowski,Arkadiusz Mugowski,820.0,792.0,28.0,0.8,0.2,1.0,3.0,0.25,-1.0,-4.0,0.4,0.4000000000000001,0,0/50
3921,2026-01-01,Oliver Vincenec,Mariusz Adamus,3,2,Oliver Vincenec,5,6.0,11.0,11.0,9.0,4.0,11.0,11.0,6.0,11.0,9.0,Oliver Vincenec,Mariusz Adamus,610.0,525.0,85.0,0.4,0.8,0.0,1.0,0.0,-1.0,1.0,0.48989794855663565,0.4,1,50/100
3922,2026-01-01,Jakub Zochniak,Filip Kujawa,2,3,Filip Kujawa,5,16.0,14.0,11.0,8.0,7.0,11.0,4.0,11.0,7.0,11.0,Jakub Zochniak,Filip Kujawa,855.0,823.0,32.0,0.4,0.4,2.0,0.0,1.0,-2.0,1.0,0.48989794855663565,0.48989794855663565,0,0/50
3923,2026-01-01,Oliver Vincenec,Lukasz Oracz,3,0,Oliver Vincenec,3,11.0,3.0,11.0,8.0,11.0,9.0,,,,,Oliver Vincenec,Lukasz Oracz,610.0,672.0,-62.0,0.6,1.0,2.0,1.0,0.6666666666666666,1.0,6.0,0.48989794855663565,0.0,1,-100/-50
3924,2026-01-01,Arkadiusz Mugowski,Filip Kujawa,3,1,Arkadiusz Mugowski,4,12.0,14.0,11.0,9.0,11.0,3.0,11.0,7.0,,,Arkadiusz Mugowski,Filip Kujawa,792.0,823.0,-31.0,0.2,0.6,1.0,4.0,0.2,1.0,2.0,0.4,0.48989794855663565,1,-50/0
3926,2026-01-01,Oskar Jadach,Marek Tkocz,3,1,Oskar Jadach,4,5.0,11.0,11.0,6.0,11.0,7.0,11.0,7.0,,,Oskar Jadach,Marek Tkocz,619.0,669.0,-50.0,0.6,0.6,1.0,1.0,0.5,-1.0,1.0,0.48989794855663565,0.48989794855663565,1,-100/-50
3927,2026-01-01,Arkadiusz Mugowski,Krzysztof Kotyl,3,1,Arkadiusz Mugowski,4,11.0,7.0,7.0,11.0,11.0,5.0,11.0,7.0,,,Arkadiusz Mugowski,Krzysztof Kotyl,792.0,738.0,54.0,0.4,0.8,2.0,3.0,0.4,2.0,4.0,0.48989794855663565,0.4000000000000001,1,50/100
3928,2026-01-01,Mariusz Adamus,Lukasz Oracz,3,1,Mariusz Adamus,4,11.0,9.0,11.0,13.0,11.0,8.0,11.0,9.0,,,Mariusz Adamus,Lukasz Oracz,525.0,672.0,-147.0,0.6,0.8,0.0,1.0,0.0,-1.0,-1.0,0.48989794855663565,0.4,1,-200/-100
3932,2026-01-01,Jakub Zochniak,Wojciech Gluszek,1,3,Wojciech Gluszek,4,8.0,11.0,7.0,11.0,11.0,6.0,2.0,11.0,,,Jakub Zochniak,Wojciech Gluszek,855.0,745.0,110.0,0.4,0.4,1.0,0.0,1.0,-3.0,-1.0,0.48989794855663565,0.48989794855663565,0,100/200
3933,2026-01-01,Roman Wiza,Oliver Vincenec,2,3,Oliver Vincenec,5,11.0,9.0,9.0,11.0,11.0,9.0,10.0,12.0,11.0,13.0,Roman Wiza,Oliver Vincenec,475.0,610.0,-135.0,0.8,0.8,0.0,0.0,0.0,1.0,2.0,0.4,0.4,0,-200/-100
3936,2026-01-01,Sebastian Szostok,Marek Tkocz,3,1,Sebastian Szostok,4,11.0,7.0,12.0,14.0,11.0,6.0,18.0,16.0,,,Sebastian Szostok,Marek Tkocz,613.0,669.0,-56.0,0.4,0.4,0.0,2.0,0.0,-3.0,-1.0,0.48989794855663565,0.48989794855663565,1,-100/-50
3937,2026-01-01,Jakub Glanowski,Krzysztof Kotyl,3,1,Jakub Glanowski,4,11.0,9.0,6.0,11.0,11.0,8.0,15.0,13.0,,,Jakub Glanowski,Krzysztof Kotyl,820.0,738.0,82.0,0.6,0.8,1.0,0.0,1.0,-2.0,-1.0,0.48989794855663565,0.4,1,50/100
3938,2026-01-01,Marian Lebek,Adam Ruszkiewicz,3,0,Marian Lebek,3,11.0,5.0,11.0,5.0,11.0,5.0,,,,,Marian Lebek,Adam Ruszkiewicz,642.0,455.0,187.0,0.4,0.0,2.0,0.0,1.0,-1.0,-8.0,0.48989794855663565,0.0,1,100/200
3940,2026-01-01,Jakub Cyndera,Miroslaw Lewczuk,3,2,Jakub Cyndera,5,11.0,5.0,12.0,10.0,8.0,11.0,4.0,11.0,11.0,4.0,Jakub Cyndera,Miroslaw Lewczuk,661.0,600.0,61.0,1.0,0.4,3.0,2.0,0.6,6.0,1.0,0.0,0.48989794855663565,1,50/100
3942,2026-01-01,Miroslaw Warzecha,Miroslaw Lewczuk,2,3,Miroslaw Lewczuk,5,11.0,7.0,11.0,7.0,6.0,11.0,4.0,11.0,7.0,11.0,Miroslaw Warzecha,Miroslaw Lewczuk,750.0,600.0,150.0,1.0,0.4,5.0,0.0,1.0,6.0,-1.0,0.0,0.48989794855663565,0,100/200
3944,2026-01-01,Grzegorz Felkel,Mateusz Golebiowski,3,1,Grzegorz Felkel,4,5.0,11.0,11.0,6.0,11.0,1.0,11.0,6.0,,,Grzegorz Felkel,Mateusz Golebiowski,1211.0,1248.0,-37.0,0.8,1.0,0.0,1.0,0.0,4.0,7.0,0.4000000000000001,0.0,1,-50/0
3945,2026-01-01,Jakub Zochniak,Arkadiusz Mugowski,0,3,Arkadiusz Mugowski,3,6.0,11.0,9.0,11.0,8.0,11.0,,,,,Jakub Zochniak,Arkadiusz Mugowski,855.0,792.0,63.0,0.2,0.6,4.0,0.0,1.0,-4.0,3.0,0.4000000000000001,0.48989794855663565,0,50/100
3946,2026-01-01,Grzegorz Felkel,Szymon Sporek,3,0,Grzegorz Felkel,3,11.0,4.0,11.0,8.0,13.0,11.0,,,,,Grzegorz Felkel,Szymon Sporek,1211.0,1054.0,157.0,1.0,0.2,1.0,0.0,1.0,5.0,-3.0,0.0,0.4000000000000001,1,100/200
3947,2026-01-01,Szymon Radlo,Igor Dabrowski,3,0,Szymon Radlo,3,11.0,8.0,11.0,6.0,11.0,6.0,,,,,Szymon Radlo,Igor Dabrowski,778.0,790.0,-12.0,0.6,0.8,1.0,3.0,0.25,-1.0,1.0,0.48989794855663565,0.4,1,-50/0
3949,2026-01-01,Marian Lebek,Roman Wiza,3,2,Marian Lebek,5,10.0,12.0,8.0,11.0,13.0,11.0,11.0,3.0,11.0,3.0,Marian Lebek,Roman Wiza,642.0,475.0,167.0,0.6,0.6,0.0,1.0,0.0,1.0,-1.0,0.48989794855663565,0.48989794855663565,1,100/200
3951,2026-01-01,Krzysztof Juszczyk,Roman Wiza,2,3,Roman Wiza,5,11.0,9.0,2.0,11.0,13.0,11.0,7.0,11.0,5.0,11.0,Krzysztof Juszczyk,Roman Wiza,608.0,475.0,133.0,0.2,0.4,3.0,5.0,0.375,-4.0,-2.0,0.4000000000000001,0.48989794855663565,0,100/200
3952,2026-01-01,Krzysztof Kotyl,Wojciech Gluszek,3,1,Krzysztof Kotyl,4,13.0,11.0,11.0,8.0,5.0,11.0,11.0,4.0,,,Krzysztof Kotyl,Wojciech Gluszek,738.0,745.0,-7.0,0.6,0.6,1.0,2.0,0.3333333333333333,-2.0,1.0,0.48989794855663565,0.48989794855663565,1,-50/0
3954,2026-01-01,Mariusz Baron,Krzysztof Juszczyk,3,1,Mariusz Baron,4,9.0,11.0,11.0,8.0,11.0,8.0,11.0,9.0,,,Mariusz Baron,Krzysztof Juszczyk,575.0,608.0,-33.0,0.6,0.0,0.0,0.0,0.0,1.0,-5.0,0.48989794855663565,0.0,1,-50/0
3955,2026-01-01,Mateusz Czernik,Szymon Sporek,0,3,Szymon Sporek,3,7.0,11.0,7.0,11.0,8.0,11.0,,,,,Mateusz Czernik,Szymon Sporek,900.0,1054.0,-154.0,0.0,0.2,2.0,3.0,0.4,-6.0,-4.0,0.0,0.4000000000000001,0,-200/-100
3957,2026-01-01,Jakub Glanowski,Filip Kujawa,3,0,Jakub Glanowski,3,11.0,5.0,11.0,5.0,11.0,8.0,,,,,Jakub Glanowski,Filip Kujawa,820.0,823.0,-3.0,0.6,0.4,1.0,1.0,0.5,1.0,-1.0,0.48989794855663565,0.48989794855663565,1,-50/0
3958,2026-01-01,Roman Wiza,Adam Ruszkiewicz,3,0,Roman Wiza,3,11.0,4.0,11.0,9.0,11.0,3.0,,,,,Roman Wiza,Adam Ruszkiewicz,475.0,455.0,20.0,0.4,0.0,1.0,0.0,1.0,1.0,-9.0,0.48989794855663565,0.0,1,0/50
3959,2026-01-01,Milosz Piecowski,Igor Dabrowski,3,2,Milosz Piecowski,5,13.0,11.0,7.0,11.0,6.0,11.0,11.0,5.0,11.0,8.0,Milosz Piecowski,Igor Dabrowski,738.0,790.0,-52.0,0.2,0.6,0.0,2.0,0.0,-1.0,-1.0,0.4,0.48989794855663565,1,-100/-50
3960,2026-01-01,Szymon Radlo,Kamil Rudomina,2,3,Kamil Rudomina,5,11.0,13.0,11.0,6.0,4.0,11.0,14.0,12.0,8.0,11.0,Szymon Radlo,Kamil Rudomina,778.0,804.0,-26.0,0.8,0.6,0.0,0.0,0.0,1.0,2.0,0.4,0.48989794855663565,0,-50/0
3961,2026-01-01,Adam Ruszkiewicz,Wojciech Tobiasz,2,3,Wojciech Tobiasz,5,11.0,7.0,4.0,11.0,11.0,4.0,10.0,12.0,10.0,12.0,Adam Ruszkiewicz,Wojciech Tobiasz,455.0,596.0,-141.0,0.0,1.0,0.0,0.0,0.0,-10.0,6.0,0.0,0.0,0,-200/-100
3962,2026-01-01,Mateusz Golebiowski,Mateusz Czernik,3,0,Mateusz Golebiowski,3,11.0,7.0,11.0,3.0,11.0,7.0,,,,,Mateusz Golebiowski,Mateusz Czernik,1248.0,900.0,348.0,0.8,0.0,1.0,0.0,1.0,-1.0,-7.0,0.4,0.0,1,>200
3963,2026-01-01,Krzysztof Kotyl,Jakub Zochniak,0,3,Jakub Zochniak,3,4.0,11.0,6.0,11.0,6.0,11.0,,,,,Krzysztof Kotyl,Jakub Zochniak,738.0,855.0,-117.0,0.6,0.0,1.0,1.0,0.5,1.0,-5.0,0.48989794855663565,0.0,0,-200/-100
3964,2026-01-01,Igor Dabrowski,Kamil Rudomina,1,3,Kamil Rudomina,4,9.0,11.0,11.0,6.0,6.0,11.0,7.0,11.0,,,Igor Dabrowski,Kamil Rudomina,790.0,804.0,-14.0,0.4,0.8,1.0,0.0,1.0,-2.0,3.0,0.48989794855663565,0.4000000000000001,0,-50/0
3965,2026-01-01,Szymon Sporek,Mateusz Golebiowski,3,1,Szymon Sporek,4,12.0,10.0,9.0,11.0,11.0,9.0,11.0,9.0,,,Szymon Sporek,Mateusz Golebiowski,1054.0,1248.0,-194.0,0.2,0.8,0.0,3.0,0.0,1.0,1.0,0.4,0.4,1,-200/-100
3966,2026-01-01,Jakub Michalski,Mariusz Adamus,3,2,Jakub Michalski,5,11.0,6.0,9.0,11.0,11.0,9.0,5.0,11.0,11.0,6.0,Jakub Michalski,Mariusz Adamus,549.0,525.0,24.0,0.4,0.6,0.0,1.0,0.0,-2.0,1.0,0.48989794855663565,0.48989794855663565,1,0/50
3968,2026-01-01,Krzysztof Juszczyk,Wojciech Tobiasz,0,3,Wojciech Tobiasz,3,5.0,11.0,8.0,11.0,5.0,11.0,,,,,Krzysztof Juszczyk,Wojciech Tobiasz,608.0,596.0,12.0,0.0,1.0,0.0,0.0,0.0,-6.0,7.0,0.0,0.0,0,0/50
3970,2026-01-01,Filip Kujawa,Arkadiusz Mugowski,1,3,Arkadiusz Mugowski,4,10.0,12.0,11.0,9.0,6.0,11.0,8.0,11.0,,,Filip Kujawa,Arkadiusz Mugowski,823.0,792.0,31.0,0.4,0.8,4.0,2.0,0.6666666666666666,-2.0,4.0,0.48989794855663565,0.4000000000000001,0,0/50
3971,2026-01-01,Grzegorz Felkel,Mateusz Czernik,3,0,Grzegorz Felkel,3,11.0,7.0,11.0,8.0,11.0,3.0,,,,,Grzegorz Felkel,Mateusz Czernik,1211.0,900.0,311.0,1.0,0.0,1.0,0.0,1.0,6.0,-8.0,0.0,0.0,1,>200
3972,2026-01-01,Mariusz Baron,Roman Wiza,1,3,Roman Wiza,4,11.0,9.0,1.0,11.0,9.0,11.0,7.0,11.0,,,Mariusz Baron,Roman Wiza,575.0,475.0,100.0,0.8,0.6,0.0,0.0,0.0,2.0,2.0,0.4,0.48989794855663565,0,50/100
3975,2026-01-01,Jakub Glanowski,Wojciech Gluszek,3,2,Jakub Glanowski,5,11.0,13.0,11.0,8.0,6.0,11.0,11.0,9.0,11.0,4.0,Jakub Glanowski,Wojciech Gluszek,820.0,745.0,75.0,0.6,0.4,1.0,2.0,0.3333333333333333,2.0,-1.0,0.48989794855663565,0.48989794855663565,1,50/100
3976,2026-01-01,Kamil Rudomina,Milosz Piecowski,2,3,Milosz Piecowski,5,8.0,11.0,8.0,11.0,11.0,7.0,11.0,8.0,4.0,11.0,Kamil Rudomina,Milosz Piecowski,804.0,738.0,66.0,0.8,0.4,1.0,1.0,0.5,4.0,1.0,0.4000000000000001,0.48989794855663565,0,50/100
3977,2026-01-01,Szymon Radlo,Milosz Piecowski,2,3,Milosz Piecowski,5,11.0,9.0,8.0,11.0,11.0,9.0,8.0,11.0,9.0,11.0,Szymon Radlo,Milosz Piecowski,778.0,738.0,40.0,0.6,0.6,2.0,1.0,0.6666666666666666,-1.0,2.0,0.48989794855663565,0.48989794855663565,0,0/50
3978,2026-01-01,Mariusz Adamus,Jakub Nowak,3,1,Mariusz Adamus,4,11.0,6.0,11.0,8.0,12.0,14.0,11.0,6.0,,,Mariusz Adamus,Jakub Nowak,525.0,528.0,-3.0,0.4,0.4,1.0,1.0,0.5,-1.0,1.0,0.48989794855663565,0.48989794855663565,1,-50/0
3979,2026-01-01,Mariusz Adamus,Witold Buczynski,2,3,Witold Buczynski,5,11.0,6.0,7.0,11.0,12.0,10.0,9.0,11.0,4.0,11.0,Mariusz Adamus,Witold Buczynski,525.0,571.0,-46.0,0.6,0.6,1.0,0.0,1.0,1.0,3.0,0.48989794855663565,0.48989794855663565,0,-50/0
3980,2026-01-01,Szymon Radlo,Kamil Rudomina,3,2,Szymon Radlo,5,11.0,9.0,11.0,8.0,4.0,11.0,6.0,11.0,11.0,9.0,Szymon Radlo,Kamil Rudomina,778.0,804.0,-26.0,0.4,0.8,0.0,1.0,0.0,-2.0,-1.0,0.48989794855663565,0.4,1,-50/0
3982,2026-01-01,Filip Kujawa,Jakub Zochniak,0,3,Jakub Zochniak,3,5.0,11.0,4.0,11.0,8.0,11.0,,,,,Filip Kujawa,Jakub Zochniak,823.0,855.0,-32.0,0.4,0.2,1.0,2.0,0.3333333333333333,-3.0,1.0,0.48989794855663565,0.4,0,-50/0
3983,2026-01-01,Roman Wiza,Wojciech Tobiasz,3,1,Roman Wiza,4,7.0,11.0,11.0,3.0,11.0,7.0,11.0,5.0,,,Roman Wiza,Wojciech Tobiasz,475.0,596.0,-121.0,0.6,1.0,0.0,0.0,0.0,3.0,8.0,0.48989794855663565,0.0,1,-200/-100
3984,2026-01-01,Szymon Radlo,Igor Dabrowski,0,3,Igor Dabrowski,3,8.0,11.0,11.0,13.0,9.0,11.0,,,,,Szymon Radlo,Igor Dabrowski,778.0,790.0,-12.0,0.4,0.2,2.0,3.0,0.4,1.0,-3.0,0.48989794855663565,0.4000000000000001,0,-50/0
3985,2026-01-01,Grzegorz Felkel,Szymon Sporek,3,1,Grzegorz Felkel,4,5.0,11.0,11.0,5.0,11.0,5.0,11.0,9.0,,,Grzegorz Felkel,Szymon Sporek,1211.0,1054.0,157.0,1.0,0.4,2.0,0.0,1.0,7.0,2.0,0.0,0.48989794855663565,1,100/200
3987,2026-01-01,Jakub Cyndera,Miroslaw Warzecha,0,3,Miroslaw Warzecha,3,8.0,11.0,8.0,11.0,8.0,11.0,,,,,Jakub Cyndera,Miroslaw Warzecha,661.0,750.0,-89.0,0.8,0.8,1.0,4.0,0.2,-1.0,-1.0,0.4,0.4,0,-100/-50
